Team,Points,wins,Losess,Drew,Goals Scored,Goals Against,Goal Difference,Goals per game,Goals Against per game,Goals per point
Ath Madrid,90,28,4,6,77,26,51,2.026315789473684,0.6842105263157895,0.8555555555555555
Barcelona,87,27,5,6,100,33,67,2.6315789473684212,0.868421052631579,1.1494252873563218
Real Madrid,87,27,5,6,104,38,66,2.736842105263158,1.0,1.1954022988505748
Ath Bilbao,70,20,8,10,66,39,27,1.736842105263158,1.0263157894736843,0.9428571428571428
Sevilla,63,18,11,9,69,52,17,1.8157894736842106,1.368421052631579,1.0952380952380953
Sociedad,59,16,11,11,62,55,7,1.631578947368421,1.4473684210526316,1.0508474576271187
Villarreal,59,17,13,8,60,44,16,1.5789473684210527,1.1578947368421053,1.0169491525423728
Celta,49,14,17,7,49,54,-5,1.2894736842105263,1.4210526315789473,1.0
Valencia,49,13,15,10,51,53,-2,1.3421052631578947,1.394736842105263,1.0408163265306123
Levante,48,12,14,12,35,43,-8,0.9210526315789473,1.131578947368421,0.7291666666666666
Malaga,45,12,17,9,39,46,-7,1.0263157894736843,1.2105263157894737,0.8666666666666667
Vallecano,43,13,21,4,46,80,-34,1.2105263157894737,2.1052631578947367,1.069767441860465
Espanol,42,11,18,9,41,51,-10,1.0789473684210527,1.3421052631578947,0.9761904761904762
Getafe,42,11,18,9,35,54,-19,0.9210526315789473,1.4210526315789473,0.8333333333333334
Granada,41,12,21,5,32,56,-24,0.8421052631578947,1.4736842105263157,0.7804878048780488
Almeria,40,11,20,7,43,71,-28,1.131578947368421,1.868421052631579,1.075
Elche,40,9,16,13,30,50,-20,0.7894736842105263,1.3157894736842106,0.75
Osasuna,39,10,19,9,32,62,-30,0.8421052631578947,1.631578947368421,0.8205128205128205
Valladolid,36,7,16,15,38,60,-22,1.0,1.5789473684210527,1.0555555555555556
Betis,25,6,25,7,36,78,-42,0.9473684210526315,2.0526315789473686,1.44
